"id","journal","publication_date","article_type","financial_disclosure"
"10.1371/journal.pone.0022361","PLoS ONE","2011-07-21","Research Article","This research was supported by WCU (World Class University) program through the Korea Science and Engineering Foundation funded by the Ministry of Education, Science and Technology (R31-2009-000-10089-0) and a grant (2009K001270) from Brain Research Center of the 21st Century Frontier Research Program funded by the Ministry of Education, Science and Technology, Republic of Korea. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0022652","PLoS ONE","2011-07-25","Research Article","This work was supported by Grants-in-Aid for Specially Promoted Area (No. 2000009 to H.K.), Scientific Research on Priority Areas (Elucidation of neural network function in the brain, No. 20021008 to M.M., New Frontiers in Photochromism No. 471 to TA), Young Scientist (A) (No. 19680020 to M.M.), Young Scientist (B) (No. 22750143 to AM), Scientific Research (C) (No. 21500367 to J.N.), and the Global COE Program (Integrative Life Science based on the study of Biosignaling Mechanisms to H.K.) from the Ministry of Education, Culture, Sports, Science and Technology (MEXT). This work was also supported by a Mitsubishi Foundation grant to M.M. and a Research Grant from the Human Frontier Science Program to H.K. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0023685","PLoS ONE","2011-08-25","Research Article","MC has a PhD fellowship from the Portuguese Fundaçao para a Ciência e Tecnologia (FCT). RG has a postdoctoral fellowship from the Human Frontiers Science Program. MI is funded by the European Research Council, FP7-ERC-201249-ZINC-HUBS, Ministerio de Ciencia e Innovación grant MICINN BFU2010-17953, and the MEC-EMBL agreement. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0023851","PLoS ONE","2011-08-31","Research Article","This study was partially supported by a grant in aid from the special funding from the Frontier Science Research Center (FSRC) of Kagoshima University. No additional external funding received for this study. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0023964","PLoS ONE","2011-09-16","Research Article","This work was funded by Fundação para a Ciência e Tecnologia (PTDC/BIABCM/65872/2006), Human Frontiers Research Program (RGP0021/2007) and European Research Council (208631-RESEAL). M.A. visit to M.S.H. laboratory was supported by Boehringer Ingelheim Fonds. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0024175","PLoS ONE","2011-09-19","Research Article","AKL and MAH have been partially supported by Spanish grant MTM2008-01867 (www.micinn.es). AKL is grateful to the FPU fellowship program funded by the Spanish Ministry of Education (www.educacion.es). MAH received no additional external funding for this study. JMPP's research is funded by grants BFU2009-07929 (Spanish Ministry of Science and Innovation, www.micinn.es), P08-CTS-03618 (Junta de Andalucía, www.juntadeandalucia.es) and the cooperative research networks TERCEL and RECAVA (ISCIII, www.isciii.es). AD is a member of the DFG Research Center for Regenerative Therapies Dresden -Cluster of Excellence- (www.crt-dresden.de) and gratefully acknowledges support by the Center. AD also acknowledges a research grant of the Human Frontier Science Program (HFSP, www.hfsp.org) and support by the BMBF through its Virtual Liver program (www.bmbf.de/en/1140.php). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0024302","PLoS ONE","2011-09-06","Research Article","This material is based upon work partially supported as part of the Photosynthetic Antenna Research Center (PARC), an Energy Frontier Research Center funded by the U.S. Department of Energy, Office of Science, Office of Basic Energy Sciences under Award Number DE-SC 0001035. PARC's role was to provide the purified carotenoid standards, along with postdoctoral support to Aaron M. Collins. In addition, this work was also partially supported by the U.S. Department of Energy funded Sustainable Algal Biofuels Consortium (Award # DE-EE0003372) through support of Howland D. T. Jones. This work was also partially supported by Sandia National Laboratory’s Directed Research and Development (LDRD) funds, whose role, through the employment of Aaron M. Collins, Howland D. T. Jones, Thomas E. Beechem, and Jerilyn A. Timlin was to conceive, design and perform the live cell experiments, and to analyze the data."
"10.1371/journal.pone.0024434","PLoS ONE","2011-09-08","Research Article","This research was supported by grants from the NIH (to JPJS & HLP), a Massachusetts Life Sciences Center New Investigator Award (to JPJS), a Pre-Doctoral Grant in the Biological Sciences (5-T32-GM007287-33) (to EER) and by stipends from the German National Academic Foundation (to SVW), the Cancer Research Institute (to KDJ), the Cleo and Paul Schimmel Fund (to EER), Bayer HealthCare (to KC), and the Human Frontier Science Program (to EMF). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0024884","PLoS ONE","2011-09-19","Research Article","This work has been funded by the Human Frontier Science Program Organization Grant RGP12/2008 and the Spanish Ministerio de Ciencia e Innovación Grant BFU2009-06993. The authors also acknowledge support from the Santa Fe Institute. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0024940","PLoS ONE","2011-09-15","Research Article","This work received support from Frontiers In Biodiversity Research and ESF grants (7434, 8235, JD-92) to UK and LT; Marie Curie fellowship (IOF-GA-2010-252446) to GG; the Academy of Science of the Czech Republic (AV0Z60050516) to PK; National Science Foundation (USA; DEB-0949517) to MR; and the Swedish Research Council (825-2009-6068) to K-HL. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025122","PLoS ONE","2011-10-03","Research Article","DF was supported by a Minerva fellowship of the Max Planck Society, UP by a Deutsche Forschungsgemeinschaft fellowship of Deutsche Forschungsgemeinschaft, NR by a Human Frontier Science Program CDA grant, DH by a Human Frontier Science Program research grant. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025522","PLoS ONE","2011-09-29","Research Article","This work was supported by grants from the Spanish Ministry of Education and Science (MEC SEJ2007-61187; to LJS), Programme for Stabilization of Researchers and Research Technician and Intensification of Research Activity in the National Health System (I3SNS Programme; to GET), the Human Frontier Science Programme (to JC, FRDF), Fund for Health Research, Carlos III Health Institute (FIS 02/1643, FIS PI07/0629; to GET), Red de Trastornos Adictivos RTA (RD06/001; to FRDF), Andalusian Ministry of Health and of Innovation, Science and Enterprise (CTS065, to GET, and CTS433 to FRDF) and the National Institutes of Health (USA) MH051699 and MH01723 (to JC). The author E. Castilla-Ortega has a FPU Grant from the Spanish Ministry of Education (AP-2006-02582). The funders had no role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026659","PLoS ONE","2011-11-02","Research Article","This research was supported through an operational research course, which was jointly developed and run by the Centre for Operational Research, International Union against Tuberculosis and Lung Disease, Paris, France and the Operational Research Unit, Medecins sans Frontieres, Brussels. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027084","PLoS ONE","2011-11-02","Research Article","This work was partially supported by a Grant-in-Aid for Scientific Research No. 21370059 (JG) and for Challenging Exploratory Research No. 23651196 (JG) from the Japan Society for the Promotion of Science, and by the Academic Frontier Project for Private Universities from the Ministry of Education, Culture, Sports, Science and Technology of Japan; and a Fukushima Medical University Research Project from Fukushima Medical University and the Uehara Memorial Foundation of Japan (YK). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027883","PLoS ONE","2011-11-21","Research Article","This work was supported, in part, by the Academic Frontier Research Project on “New Frontier of Biomedical Engineering Research” of the Ministry of Education, Culture, Sports, Science and Technology. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. No additional external funding received for this study."
"10.1371/journal.pone.0027950","PLoS ONE","2011-12-21","Research Article","Masataka Yamao was supported by Global COE Program in NAIST (Frontier Biosciences: Strategies for survival and adaptation in a changing global environment), MEXT (Ministry of Education, Culture, Sports, Science, and Technology), Japan. Honda Naoki was supported by a research fellowship from the Japan Society for the Promotion of Science from the MEXT (Ministry of Education, Culture, Sports, Science, and Technology) of Japan. Grant number: 19-11235, http://www.jsps.go.jp/j-pd/index.html. Shin Ishii and Honda Naoki were supported by the Next Generation Supercomputing Project (Shin Ishii and Honda Naoki) from the MEXT (Ministry of Education, Culture, Sports, Science, and Technology) of Japan. Grant number: 100081400012, http://www.nsc.riken.jp/index-eng.html. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028213","PLoS ONE","2012-01-04","Research Article","This work has been supported by grants U01HG003150 and U01HG003147 from the National Human Genome Research for the ENCODE project (http://www.genome.gov/10005107) to RG (CRG, Lausanne and Geneva) and TG (Affymetrix and Cold Spring Harbor). RG was also supported by a grant from the Spanish Ministry of Education and Science (http://www.educacion.gob.es/portada.html). In addition, KS-A, RM, XY, CL, LG and MV were supported by a grant from the Ellison Foundation (http://www.ellisonfoundation.org/index.jsp) (to MV) and as Institute Sponsored Research from the Dana Farber Cancer Institute Strategic Initiative. They wish to thank Changyu Fan and Yun Shen for providing informatics support. The laboratories of SA and AR were supported by grants from the Swiss National Science Foundation (http://www.snf.ch/E/Pages/default.aspx), and the European Commission AnEUploidy Integrated Project (http://www.tigem.it/scientific-office/eu-funded-projects-1/aneuploidy). SA was also supported by the National Center of Excellence “Frontiers in Genetics” (http://www.frontiers-in-genetics.org/page.php?id=profile_en), ChildCare Foundation (http://www.projectchildcarefoundation.org/) and an ERC grant from the European Union (http://erc.europa.eu/). AF, TH and JM acknowledge support from the Wellcome Trust (http://www.wellcome.ac.uk/). The work of JLG and MO has been supported by the Spanish Ministry of Science (CTQ2005-09365-C02-02, BIO2009-10964), Instituto Nacional de Bioinformàtica (http://www.inab.org/), the Consolider E-science project (CSD2007-00050), COMBIOMED RETICS and the Fundación Marcelino Botin (http://www.fundacionmbotin.org/). JD is supported by a grant from the National Institutes of Health (HG003143) and a W. M. Keck Foundation Distinguished Young Scholar Award. JS is supported by a grant from the National Institutes of Health (U54 HG004592). The work of MT and AV was supported by Consolider E-Science (CSD2007-00050) and the Instituto Nacional de Bioinformàtica (http://www.inab.org/). MV (Center for Cancer Systems Biology, CCSB) is a “Chercheur Qualifié Honoraire” from the Fonds de la Recherche Scientifique (FRS-FNRS, French Community of Belgium). This work has also been funded by grant to TG by NHGRI (U54HG004557) (http://www.genome.gov/10005107) and partially by Affymetirix, Corp (http://www.affymetrix.com/estore/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. Affymetrix manufactured the arrays used and these were purchased at the sale price agreed to in the reported grant."
"10.1371/journal.pone.0028344","PLoS ONE","2011-12-14","Research Article","This work was supported in part by NIH grant GM63265 (Dr. Hannun), by a grant from the Human Frontiers in Science Program (Dr. Riezman and Dr. Hannun) , by a grant from SystemsX.ch (Dr. Riezman, evaluated by the Swiss National Science Foundation), and in part by the National Science Foundation (Project MCB-0946595; PI: Dr. Voit). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028684","PLoS ONE","2011-12-15","Research Article","This work was supported by a Science Foundation Ireland (www.sfi.ie) Research Frontiers grant (08/BMT/1439) awarded to GWJ. DAF acknowledges support of the Irish Health Research Board (www.hrb.ie). CM was supported by an IRCSET (www.ircset.ie) postgraduate scholarship and NH is supported by a NUI Maynooth John and Pat Hume postgraduate scholarship. The Trinity Genome Sequencing Laboratory is supported by Science Foundation Ireland. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028907","PLoS ONE","2012-01-13","Research Article","This work was funded by a Deutsche Forschungsgemeinschaft (DFG) research grant to KF (FO-360/2), a young investigator grant (HZ-NG-210) from the Helmholtz Gemeinschaft to GS, a DFG research grant (STO 859/2-1) to GS and JS, the DFG Sonderforschungsbereich 646 and the Munich Center for Integrated Protein Science CIPSM. KF is the recipient of a Human Frontier Science Program Career Development Award. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028929","PLoS ONE","2011-12-20","Research Article","Funding for this study was provided by research grants from the Ministry of Education, Culture, Sports, Science and Technology of Japan; the Ministry of Health, Labor and Welfare of Japan; Grant-in-Aid for “Integrated Research on Neuropsychiatric Disorders” carried out under the Strategic Research Program for Brain Sciences by the Ministry of Education, Culture, Sports, Science and Technology of Japan; Grant-in-Aid for Scientific Research on Innovative Areas (Comprehensive Brain Science Network) from the Ministry of Education, Science, Sports and Culture of Japan; The Academic Frontier Project for Private Universities, Comparative Cognitive Science Institutes; and the Core Research for Evolutional Science and Technology. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028982","PLoS ONE","2011-12-28","Research Article","This study was supported by a grant (no. R01-2006-000-10239-0) from the Basic Research Program of Korea Science and Engineering and a grant (101-082-032) from the Ministry of Environment as “The Eco-technopia 21 project”. This research was also supported by the WCU (World Class University) program through the National Research Foundation of Korea funded by the Ministry of Education, Science and Technology (R31-10013); and by the Sogang University research grant, the Korea Research Foundation Grant funded by the Korea Government (MOEHRD, Basic Research Promotion Fund) (KRF-2008-331-D00134), and a grant (code # : 2011K00213) from ‘Center for Nanostructured Materials Technology’ under ‘21st Century Frontier R&D Programs’ of the Ministry of Education, Science and Technology, Korea. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029408","PLoS ONE","2012-01-06","Research Article","The work was supported by Fundação para a Ciência e Tecnologia (FCT) of the Portuguese Ministry of Science (PTDC/SAU-GMG/100313/2008), the Federal German Ministry of education and Science (Biofuture) C.S.S.G-S. was supported by an FCT fellowship (SFRH/BD/15888/2005). M.A.I. was funded by the EU FP 7 Marie Curie Initial Training Network “Intervention Strategies against Malaria (InterMalTraining)”, contract no. 215281. L.F.M. is a Young Investigator from the Human Frontier Science Program and receives support from Fundação Luso-Americana para o Desenvolvimento and Fundação para a Ciência e a Tecnologia (PTDC/SAU-MII/69280/2006 and PTDC/SAU-MII/78333/2006). F.F. thanks the Chica and Heinz Schaller Foundation for support. M.M.M. and F.F. are members of the EU FP7 Network of Excellence EVIMalaR. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029795","PLoS ONE","2012-01-10","Research Article","This work was supported by an operating grant from the Natural Sciences and Engineering Research Council of Canada as well as scholar awards from Alberta Heritage Foundation for Medical Research and the Canadian Institutes of Health Research to MS and grants from the Deutsche Forschungsgemeinschaft (DFG: MU 1423/2-1 and MU 1423/3-1) and a Human Frontier Science Program grant (RGP 0034/2010) to TMR. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0030103","PLoS ONE","2012-01-17","Research Article","Sources of Funding: National Institutes of Health grants to the Marine Biological Laboratory at Woods Hole (R13GM085967 and P50GM068763), the Ruth L. Kirschstein National Research Service Award to Dr. Roth (GM007185), the Stanford Graduate Fellowship and the Bruce and Elizabeth Dunlevie Bio-X Stanford Interdisciplinary Graduate Fellowship to Dr. Tropini, a Cross-Disciplinary Fellowship from the International Human Frontier Science Program to Dr. Zanic, the Max Planck Society to Dr. Howard. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.ppat.0030155","PLoS Pathogens","2007-10-26","Research Article","This work was supported by the Human Frontier Science Program (to ID), R21 AI072400–01 (to ID), and R21 NS056876–01 (to HA)."
"10.1371/journal.ppat.0040025","PLoS Pathogens","2008-02-01","Research Article","This work was supported by Creative Research Initiatives (Center for Biomolecular Recognition) of MOST/KOSEF of Korea (to BHO) and by Functional Proteomics Center (The 21 century Frontier Research Program) from MOST of Korea (to KSK). BK, JSW, and KHL were supported by the Brain Korea 21 Project."
"10.1371/journal.ppat.1000191","PLoS Pathogens","2008-10-31","Research Article","This work was supported by National Institutes of Health (NIH) grants R01-AI46454 to JML, R01-GM56322 to MKR, and R01-GM59609 to MDW, a Howard Hughes Medical Institute Investigatorship and Welch Foundation Grant (I-1544) to MKR, a Wellcome Trust programme grant and a Medical Research Council project grant to VK, and a Chilton Foundation Fellowship to H-CC. RDH is a Royal Society University Research Fellow. KGC visited the Koronakis laboratory with support from a Human Frontier Science Program international fellowship."
"10.1371/journal.ppat.1000192","PLoS Pathogens","2008-10-31","Research Article","Stéphane Bellafiore was supported by a long-term Human Frontier Science Program fellowship. This work was supported by National Science Foundation Grant IBN 0619411."
"10.1371/journal.ppat.1000278","PLoS Pathogens","2009-01-23","Research Article","This work was supported by NIH Grant 2R01AI041699-12 (C.R.R.), by The Human Frontiers Science Program (S.N.), and by the Intramural Research Program of the National Institutes of Health, National Institute of Allergy and Infectious Diseases (J.C.)."
"10.1371/journal.ppat.1000312","PLoS Pathogens","2009-02-27","Research Article","SSL was supported by a fellowship from Ministry of Education, Taiwan. HWW and KCC were supported by fellowships from the National Science Council, Taiwan (NSC-96-2752-B-005-002-PAE and NSC-94-2752-B-005-001-PAE). This work was supported in part by a grant from DUPONT to NHC and Human Frontier Science Program grant RGP0012/2008 to SFE and NHC."
"10.1371/journal.ppat.1000569","PLoS Pathogens","2009-09-04","Research Article","JV received support from the Human Frontiers Science Program (www.hsfp.org). Work in the Stunnenberg lab was supported by the Netherlands Organization for Scientific Research (NWO-CW-TOP 700.53.311 and NWO-Genomics 050-10-053; www.nwo.nl) and the European Commission (BioMalPar LSHP-CT-2004-503578; www.biomalpar.org). Parts of this work was supported by the National Health and Medical Research Council of Australia (www.nhmrc.gov.au). TSV is supported by the Swiss National Science Foundation (PP00A-110835; www.snf.ch). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.ppat.1000574","PLoS Pathogens","2009-09-04","Research Article","VP was supported by Swiss National Science Foundation grant PP00A3- 114755, by The Human Science Frontier Program and by the Geneva Cancer League. JL was supported by National Institutes of Health (USA) grant RO1AI36199, Swiss National Science Foundation grant 3100A0-113558, and EU grant HIV-ACE. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.ppat.1002312","PLoS Pathogens","2011-11-17","Pearls","BPK and MMM were supported by a Young Investigator Grant of the Human Frontier Science Program (RGY0072/2007). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.ppat.1002406","PLoS Pathogens","2011-12-15","Research Article","We acknowledge support by Deutsche Forschungsgemeinschaft Grants GR1990/1-2, 1-3, 1-4 and GR1990/2-1 (to KG) and So403/3 (to BS), Human Frontiers Science Programme grant RGY0079/2009-C (to KG), a Wellcome Trust Senior Research Fellowship (to KG), a NanoScienceE+ grant (to KG and BS, DFG GR1990/3-1 and So403/4-1), a European Commission New Emerging Science and Technologies Contract 012702 (to BS), the Academy of Finland grants 114649, 130750, 218080 (to JTH) and the Wellcome Trust core award 090532/Z/09/Z to the WTCHG. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.ppat.1002439","PLoS Pathogens","2011-12-08","Research Article","This work was funded by Wellcome Trust fellowship (WT090940) to GJT and grants from the National Institute of Health Research UCL/UCLH Comprehensive Biomedical Research Centre and the Medical Research Council (GJT) and NIH grants AI52845 and AI082020, the University of Pennsylvania Center for AIDS Research, and the Penn Genome Frontiers Institute via a grant with the Pennsylvania Department of Health (FDB). The United States Department of Health specifically disclaims responsibility for any analyses, interpretations, or conclusions. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.ppat.1002457","PLoS Pathogens","2011-12-29","Research Article","This work was supported by grants from INSERM (Avenir), Human Frontier Science Program (CDA), Agence Nationale de la Recherche (ANR-MIE EMICIF-2008), and Fondation pour la Recherche Médicale (FRM Grant ‘Nouvelles Approches en Immunothérapie 2008’). E.N.M. was recipient of MENRT and FRM fellowships. The funders have no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0031131","PLoS ONE","2012-01-31","Research Article","This study was supported by grants-in-aid and “Academic Frontier” Project from the Japanese Ministry of Education, Culture and Science, the Japanese Ministry of Health, Labor and Welfare, Keio University and Keio Medical Foundation, Tokyo, Japan. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. No additional external funding received for this study."
"10.1371/journal.pone.0030824","PLoS ONE","2012-02-01","Research Article","This work was supported by grants from the Partenariat Hubert Curien (Franco-Italienne University, project Galileo≠22138SJ), Fondi di Ateneo 2009 of the University of Florence, the Agence Nationale de la Recherche (ANR-08-NEUR-001-01, and ANR-09-MNPS-013-01), the Human Frontier and the EraNet Neuron (Miprotran) programs and the Centre National de la Recherche Scientifique, and by a fellowship from the Fondation pour la Recherche Médicale (project≠SPF20080512049). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.ppat.1002493","PLoS Pathogens","2012-02-02","Research Article","This project was funded by Human Frontier Science Programme Grant RGP57/2005 to RES & S-IA for LH & KU (http://www.hfsp.org), by BBSRC Grant BBGO13632/1 to RES for CL, (www.bbsrc.ac.uk), National Science Foundation Grant MCB1052575 to MG, (www.nsf.gov), and by an SGM UK summer undergraduate bursary to RES for SMB, (www.sgm.ac.uk). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. Masters students who are authors: RA, MATSH, SSK and RKYF all paid their own Masters Degree fees and thus funded their research on the project. Collaborative work on electron microscopy between the Aizawa and Sockett labs was funded by a Butterfield Travel Grant from the Saskawa Foundation and Daiwa Adrian Prize from the Daiwa Foundation."
"10.1371/journal.pone.0031128","PLoS ONE","2012-02-02","Research Article","This work has been supported by the Deutsche Forschungsgemeinschaft (PI 837/2-1, SPP1128) and a Frontier Project grant (University of Heidelberg) to M. Wassenegger (http://www.dfg.de/index.jsp; http://www.uni-heidelberg.de/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.ppat.1002513","PLoS Pathogens","2012-02-09","Research Article","This work was supported by the National Science Council of Taiwan grants 96-2628-B-002-112-MY3 and 99-2628-B-002-053-MY3 (to L.Z.) and the Frontier and Innovative Research grant of the National Taiwan University code number 99R70436 (to L.Z.). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0032030","PLoS ONE","2012-02-14","Research Article","This work was supported by Science Foundation Ireland (SFI) Research Frontiers Programme (RFP) and Principal Investigator grants (08/RFP/NSC 1499 and 05/IN.3/B859, 09/IN.1/B2629). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pcbi.1002389","PLoS Computational Biology","2012-02-16","Research Article","TV was supported by the Human Frontier Science Program Organization (CDA 0047/2007 HFSPO), the Agence Nationale de la Recherche (AuxFate ANR-07-JCJC-0115) and a transnational EraSysBio+ Grant (iSAM). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0030369","PLoS ONE","2012-02-17","Research Article","This work was supported in part by a Human Frontier Science Program Grant (RGP0054/2004-C) [http://www.hfsp.org/], by the European Commission-funded COBOL Contract (043403). [http://ec.europa.eu/index_en.htm] and by Tango. The project Tango acknowledges the financial support of the Future and Emerging Technologies (FET) programme within the Seventh Framework Program for Research of the European Commission, under 14 FET-Open grant number: 249858. [http://cordis.europa.eu/ist/fet/home.html] The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0030929","PLoS ONE","2012-02-17","Research Article","This research was supported by Pioneer Research Program for Converging Technology (20110001745), WCU program (R31-2009-000-10071-0), Brain Korea 21 , and Advanced Biomass R&D Center (Grant ABC-2010-0029800) of Global Frontier Project funded by MEST. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0031477","PLoS ONE","2012-02-21","Research Article","This research was supported by the Basic Science Research Program through the National Research Foundation of Korea (NRF; 2010-0028042) and by a grant (2010K000803) from Brain Research Center of the 21st Century Frontier Research Program, both funded by the Ministry of Education, Science and Technology (MEST), Republic of Korea and by a grant (0620130) from the National Research and Development Program for Cancer Control, Ministry of Health, Welfare and Family Affairs, Republic of Korea. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0031468","PLoS ONE","2012-02-22","Research Article","This work was supported by National Science Foundation of China (U0936603), Key Project of Natural Science Foundation of Yunnan Province (2008CC016), the Hundreds Talents Program of the Chinese Academy of Sciences (CAS), Talent Program of Yunnan Province (20080A009), a grant from the Chinese Academy of Science (KSCX2-YW-N-029), a grant from Chinese Department of Science and Technology (973 Program 2007CB815703), Frontier Grant of Kunming Institute of Botany, CAS (672705232515), and a start-up grant from Kunming Institute of Botany, CAS. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0031706","PLoS ONE","2012-02-23","Research Article","This work has been supported only by the institutional funds of Hospices Civils de Lyon and Médecins Sans Frontières. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0032724","PLoS ONE","2012-02-27","Research Article","This research was funded by Institut Curie, INCa “Gepig”, by a grant from the ANR “RNA ES” to both EH and OV, and by a starting grant from the European Research Council “Frontiers of RNAi” ERC 210890 to OV. CC was supported by a post-doctoral fellowship (FEBS: Federation of European Biochemical Societies). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0032077","PLoS ONE","2012-02-28","Research Article","This work was supported by grants from the Academy of Finland (1133552, JJ; 1131408 and 113485,CIH), Institute of Biotechnology (JJ), University of Helsinki (CIH), International Human Frontier Science Program Organization (CIH) and Sigrid Juselius Foundation (CIH). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pgen.1002558","PLoS Genetics","2012-03-01","Research Article","This work was funded by a Department of Defense NSSEFF Grant 1N00244-09-1-0070, Yale University Biomedical High Performance Computing Center NIH grant RR19895, and NSF Emerging Frontiers in Research and Innovation, Hydrocarbons from Biomass grant G179-10-WR129. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0032713","PLoS ONE","2012-03-06","Research Article","This work was supported by a National Science Foundation Frontiers in Integrative Biological Research Grant to DNR (NSF-FIBR,DEB-0623632). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0032778","PLoS ONE","2012-03-06","Research Article","This study was supported by the Stem Cell Research Center of the 21st Century Frontier Research Program (No. SC2020) and Basic Science Research Program through the National Research Foundation of Korea (NRF) (2010-0028631), which were funded by the Ministry of Education, Science and Technology. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0032053","PLoS ONE","2012-03-07","Research Article","Michel G. Gauthier and John Bechhoefer were supported by the Natural Sciences and Engineering Research Council (NSERC) of Canada and by the Human Frontier Science Program (HFSP). Paolo Norio was supported by National Institutes of Health grant R01GM080606. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0033376","PLoS ONE","2012-03-09","Research Article","This work was supported by the Special Science and Technology Projects for Outstanding Young in Life Sciences (KSCX2-EW-Q-19), the Twelfth Five Year Plan Basic Frontier Project in Life Sciences (Y129015EA2), the Natural Science Foundation of Yunnan (2008CD159), the President Funding of GUCAS O95101PY00, as well as K.C. Wong Education Foundation, Hong Kong. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0032140","PLoS ONE","2012-03-12","Research Article","This study was funded by Médecins Sans Frontières, France (MSF-F), a medical humanitarian organization. Authors affiliated to MSF-F and Epicentre, a non-profit organisation linked to MSF-F, participated in the study design, data collection, analysis, decision to publish and the preparation of the manuscript."
"10.1371/journal.pone.0033121","PLoS ONE","2012-03-12","Research Article","This research was supported by a grant (SC2260) from the Stem Cell Research Center of the 21st Century Frontier Research Program, and grants from the National Research Foundation (20090081761, 20090083296, 2009-0093812) funded by the Ministry of Education, Science and Technology in the Republic of Korea. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
