"id","journal","publication_date","article_type","financial_disclosure"
"10.1371/journal.pone.0033872","PLoS ONE","2012-04-18","Research Article","This work was supported by grants from the Instituto de Salud Carlos III, MICINN (BFU2009-10848 to JADR and SAF2009-07845 to FdC), FP7-PRIORITY, Generalitat of Catalunya (SGR2009-366) to JAD and FISCAM (PAI08-0242-3822) to FDC. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0034487","PLoS ONE","2012-04-18","Research Article","CP was supported by Graduate Fellowship from King Abdullah University of Science and Technology. CP and XJ were supported by the National Science Foundation of China under Grant No. 61070069. PL was supported by the following project: RECOGNITION: Relevance and Cognition for Self-Awareness in a Content-Centric Internet (257756), which is funded by the European Commission within the 7th Framework Programme (FP7). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035194","PLoS ONE","2012-04-18","Research Article","The research leading to these results has received funding from the European Community's Seventh Framework Programme FP7 under grant agreement no. HEALTH-F2-2008-223404 (Masterswitch). This study is a publication of the Joint and Bone Center – Center for musculoskeletal research of the Medical University of Vienna. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pgen.1002636","PLoS Genetics","2012-04-19","Research Article","This work was partly financed by a European Union research grant (FP7-KBBE-2008-227190), a French Government ANR grant (ANR-07-BLAN-0068), the Centre National de la Recherche Scientifique (CNRS), the Université Blaise Pascal, the Université d'Auvergne, and the Institut National de la Santé et de la Recherche Médicale (INSERM). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035219","PLoS ONE","2012-04-20","Research Article","Grant support was from the French Ministry of Health Programme Hospitalier de Recherche Clinique National (PHRC 2011 MIN01-66) and European Union Seventh Framework Programme (FP7 – HEALTH.2011.4.1-2) under grant agreement n° 285453 (www.open-project.eu). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035668","PLoS ONE","2012-04-20","Research Article","This work was funded by: United States Department of Agriculture's National Institute of Food and Agriculture - Specialty Crop Research Initiative project (http://www.csrees.usda.gov/fo/specialtycropresearchinitiative.cfm), “RosBREED: Enabling marker-assisted breeding in Rosaceae"" (Grant # 2009-51181-05808); Ministero delle Politiche Agricole Alimentari e Forestali -Italy (MiPAAF, http://www.politicheagricole.it) through the project “DRUPOMICS: Sequenziamento del genoma del pesco ed utilizzo della sequenza in programmi di miglioramento della qualità del frutto del pesco e della resistenza alle malattie"" (Grant # DM14999/7303/08). European Union-funded project “FruitBreedomics: Integrated approach for increasing breeding efficiency in fruit tree crops"" (Grant #FP7-265582; http://fruitbreedomics.com/; http://ec.europa.eu/research/fp7/index_en.cfm). AGL2009-07305 project and Consolider-Ingenio 2010 Program project (grant # CSD2007-00036) both funded by the Spanish Ministry of Science and Innovation (http://www.micinn.es/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035323","PLoS ONE","2012-04-23","Research Article","JPS and CNL were funded by a governmental non-commercial grant from AgentschapNL of the Ministry of Health, Welfare and Sports (VWS) to the NeuroBasic PharmaPhenomics Consortium. CNL was funded by an FP7 grant from the European Commission (number 223326, “EuroV1sion”) and an “Open Competition” grant from the Netherlands Organization for Scientific Research (NWO-ALW). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035424","PLoS ONE","2012-04-23","Research Article","This study was supported by a grant from the Bergen Research Foundation and the University of Bergen to S.L.H. The genotyping of the Norwegian ADHD sample was performed on the Sequenom platform in CIGENE (FUGE/Research Council of Norway-funded national SNP platform) and the SCOPE sample was genotyped using the infrastructure provided by the Norwegian Microarray Consortium FUGE technology platform (www.microarray.no), funded by the FUGE program of the Research Council of Norway. The study was also supported by grants from the Research Council of Norway (incl. FUGE grant nos. 151904 and 183327, and Psykisk Helse grant no. 175345), Helse Vest RHF (Western Norway Regional Health Authority) and Dr. Einar Martens Fund. The GWAS of the German ADHD samples was supported by the grant He 1446/9-1 of the DFG (Deutsche Forschungsgemeinschaft). This study was also supported by the German Federal Ministry of Education and Research (BMBF), within the context of the National Genome Research Network 2 (NGFN-2), the National Genome Research Network plus (NGFNplus), and the Integrated Genome Research Network (IG) MooDS (grant 01GS08144 to S.C. and M.N.N., grant 01GS08147 to M.R.) and the European Community 's Seventh Framework Programme (FP7/2007-2013) under grant agreement n° 245009 to J.H. and O.A. M.M.N. also received support from the Alfried Krupp von Bohlen und Halbach-Stiftung. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035756","PLoS ONE","2012-04-23","Research Article","This project was supported by grants from the United Kingdom Biotechnology and Biological Sciences Research Council (grant reference: BBSRC BB/F003498/1) and the European Union's 7th Framework Programme for Research and Technological Development (grant agreement no. 222625 METAEXPLORE, EU FP7 Theme KBBE-2007-3-3-05). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pntd.0001548","PLoS Neglected Tropical Diseases","2012-04-24","Review","M-GB thanks the Wellcome Trust, http://www.wellcome.ac.uk (Grants 085133/Z/08/Z and 092677/Z/10/Z), and the Royal Society-Leverhulme Trust (http://royalsociety.org/) for a Capacity Building Africa Award. JSMC is funded by an NHMRC Practitioner Fellowship and by a Government of Queensland Health Research Fellowship. MDF is supported by the Schistosomiasis Control Initiative. MW is supported by the Wellcome Trust, MG by NIH–MIDAS, and TSC by the European Commission on an FP7-Health project (TransMalariaBloc, HEALTH-F3-2008-223736) and a Junior Fellowship at Imperial College London. The Special Programme for Research and Training in Tropical Diseases (TDR) provided both technical and financial support to the Disease Reference Group on Helminth Infections (DRG4), and the European Commission provided financial support under Agreement PP-AP/2008/160-163. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0034706","PLoS ONE","2012-04-24","Research Article","HB is supported by a Medical Research Council (MRC) Doctoral Training Account Ph.D. Studentship. CLT is funded by the WellChild Trust through a research training Fellowship. CT holds a Wellcome Trust Research Career Development Fellowship (grant number 081082) which supports the postnatal cohort. The ECS has previously received funding from the European Union FP6 (PENTA/ECS018865) and receives funding from the EU Seventh Framework Programme (FP7/2007-2013) under EuroCoord grant agreement n° 260694. Some of this work was undertaken at GOSH/UCL Institute of Child Health which received a proportion of funding from the UK Department of Health's NIHR Biomedical Research Centres funding scheme. The Centre for Paediatric Epidemiology and Biostatistics also benefits from funding support from the MRC in its capacity as the MRC Centre of Epidemiology for Child Health (grant number G0400546). The funders have no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035498","PLoS ONE","2012-04-24","Research Article","Rothamsted Research receives grant in aid from the Biotechnology and Biological Science Research Council of the U.K. (BBSRC). The work was also supported by a BBSRC-ICPF fellowship (BB/E023959/1) and European Union funding (“PURE”; FP7-KBBE-2010-4) to J.T. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035587","PLoS ONE","2012-04-24","Research Article","The current work was funded by Deutsche Forschungsgemeinschaft (Research Training Group 1121 and grant no. KR1293/9-1), European Commission (European Virus Archive, FP7 CAPACITIES project - GA n° 228292), Slovak Research and Development Agency (DO7RP-0008-09), and Slovak scientific grant agency VEGA (grant no. 2/0189/09). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035815","PLoS ONE","2012-04-24","Research Article","M.R. was supported by a Marie Curie International Outgoing fellowship (EU - FP7 - PEOPLE - 2009 - IOF, 254634) from the European Community's Seventh Framework Programme. This research was funded by projects CTM2010 - 22218 of the Spanish Government, project 287844 (COCONET, EU - FP7), BIOCON08-187 from the Fundación Banco Bilbao Vizcaya Argentaria (FBBVA) and a FPU (Formación del Profesorado Universitario) scholarship to V.O. (AP2008 - 04209, 2009) from the Spanish Ministerio de Educación. The authors are part of the research groups 2009SGR - 636, and 2009SGR - 484 of the Generalitat de Catalunya. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0034742","PLoS ONE","2012-04-25","Research Article","The ENERGY-project is funded by the Seventh Framework Programme (CORDIS FP7) of the European Commission, HEALTH (FP7-HEALTH-2007-B), Grant agreement no. 223254. The content of this article reflects only the authors’ views and the European Community is not liable for any use that may be made of the information contained therein. In the Netherlands, the ENERGY-project was additionally supported by a grant from the Netherlands Organization for Health Research and Development (Grant number 50-50150-98-002). The contribution of MvS was supported by a fellowship of the EMGO Institute for Health and Care Research. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035053","PLoS ONE","2012-04-25","Research Article","Dr. Lesley Ogilvie is supported by funding from the Medical Research Council (Grant ID number 93344/G0901553 awarded to Dr. B. V. Jones). Research in the laboratory of Dr. B. V. Jones is also supported by funding from the Hospital Infection Society, The Royal Society, The Society for Applied Microbiology, The University of Brighton, and the European Union (FP7 Marie Curie IAPP scheme). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035973","PLoS ONE","2012-04-25","Research Article","Funded by The Wellcome Trust (grants 082596 and 083481) and the European Commission Seventh Framework Programme (FP7/2007-2013; Aeropath). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0036003","PLoS ONE","2012-04-25","Research Article","This research was supported by Forskningsrådet for Natur og Univers (FNU) research grant 272-08-0575 and the Danish National Research Foundation (which supports MEMPHYS - Center for Biomembrane Physics). Dr. Stock was supported by a sabbatical grant from the Mexican Consejo Nacional de Ciencia y Tecnología (CONACyT, 146899). Dr. Jernshøj and Dr. Olsen acknowledges support from the Danish Research Council for Technology and Innovation (project NaKIM). Dr. Wagner was supported by the European Community's Seventh Framework Program FP7/2007–2013 under grant agreement no. 236688. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pcbi.1002483","PLoS Computational Biology","2012-04-26","Research Article","The work described in this study was supported by the IOP Genomics program of Senter Novem, the EU-FP7 project UniCellSys, the EU-FP7 Yeast Systems Biology Network, SysMO and SysMO2 (through NWO and BBSRC), the Netherlands Consortium for Systems Biology, the Kluyver Centre for Industrial Genomics of Industrial Fermentations, the BBSRC and EPSRC (through funding the MCISB, BRIC and BRIC2). The project is also underpinning the EU-FP7 flagship ITFoM. BMB is supported by a Rosalind Franklin Fellowship from the University of Groningen. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pcbi.1002486","PLoS Computational Biology","2012-04-26","Research Article","JR, JHC, MJM, MT, PG, RRM and IRA are supported by the Medical Research Council (http://www.mrc.ac.uk). JLG-P's lab is supported by ISCIII-CSJA-FEDER (EMER07/056), a Marie Curie IRG action (FP7-PEOPLE-2007-4-3-IRG), CICE-FEDER (P09-CTS-4980), Proyectos en Salud-FEDER PI-002 from Junta de Andalucia (Spain), and the Spanish Ministry of Health (FIS-FEDER PI08171). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pcbi.1002487","PLoS Computational Biology","2012-04-26","Review","Parts of this work have been supported by the FP6 Network of Excellence ENFIN (contract # LSHG-CT-2005-518254) and the FP7 Collaborative Project MICROME (grant agreement # 222886-2), both funded by the European Commission. The funders had no role in the preparation of the manuscript."
"10.1371/journal.pone.0035642","PLoS ONE","2012-04-26","Research Article","This work was supported by EU FP5 ‘Neurobotics’ 001917 (to Dr. Grillner), EU FP7 ‘Lampetra’ 21610 (to Dr. Grillner), Swedish research council, VR-M -3026, VR-NT 621-2007-6049 (to Dr. Grillner), Karolinska Institutet's Research funds (to Dr. Robertson), FP7 Select-and-Act 201716 (to Dr. Grillner and Dr. Bolam) and Karolinska Institutet Doctoral funds (to Dr. Ericsson), Stockholm Brain Institute (to Dr. Grillner and Dr. Diaz-Heijtz), Spanish MICINN-FEDER BFU2009-13369 (to Dr. Pérez-Fernández). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035932","PLoS ONE","2012-04-26","Research Article","This research was supported by funding from the European Community's Seventh Framework Programme (FP7/2007–2013) under grant agreements 224919 (WoRHD, supporting L.B.), and 270108 (Goal-Leaders, supporting G.P.). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035855","PLoS ONE","2012-04-27","Research Article","PS is a recipient of Swarnajayanti Fellowship Grant from Department of Science and Technology, India and his laboratory is supported by “Signalling in life cycle stages of malaria parasites (MALSIG)” project funded by European Union under FP7 and an Indo-German collaborative grant by Department of Biotechnology, India and Bundesministerium für Bildung und Forschung (IND 09/024), Germany. This work was also supported in part by National Institutes of Health Grant R01AI075459 from National Insitute of Allergies and Infectious Diseases. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0036017","PLoS ONE","2012-04-27","Research Article","This work was supported by Marie Curie International Outgoing Fellowship No. FP7-PEOPLE-2007-4-1-IOF-ENV-219786 from the European Commission. SE was supported by an award from DTRA BO742081 under DOE prime contract No. DEAC02-98CH10886 with Brookhaven National Laboratory. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0036207","PLoS ONE","2012-04-27","Research Article","This investigation received financial support from the UNDP/World Bank/WHO Special Program for Research and Training in Tropical Diseases (TDR)/International Development Research Center (IDRC), Project #A90276, and by EU-FP7-PEOPLE-Intra-European Fellowship for career development (IEF) grant no. 253483. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0036339","PLoS ONE","2012-04-30","Research Article","This work was funded through a grant by the BBSRC (www.bbsrc.ac.uk)(BB/E009085/1) and Wellcome Trust (www.wellcome.ac.uk) VIP funding (092403/Z/10/Z) to AP, and FP7 Gencodys (Health-241995)(http://cordis.europa.eu/fetch?CALLER=FP7_PROJ_EN&ACTION=D&DOC=1&CAT=PROJ&RCN=94690) and NWO VIDI grants (http://www.nwo.nl/nwohome.nsf/pages/nwop_5vtgqw_eng) to AS. The EM Facilities used for this project are supported by grants from the BBSRC, The Wellcome Trust and the University of Manchester Strategic Fund. The Drosophila core facility is supported by the Wellcome Trust (www.wellcome.ac.uk)(087742/Z/08/Z). The publication costs were paid for by The Wellcome Trust. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0036405","PLoS ONE","2012-04-30","Research Article","This work was supported by grants from Spanish Ministerio de Sanidad y Consumo (Ministry of Health and Consumer Affairs), Fondo de Investigación Sanitaria (Health Research Fund) (http://www.isciii.es/) to JT and grants from the EU (http://cordis.europa.eu/fp7/sis/), Wellcome Trust (http://www.wellcome.ac.uk/) and Medical Research Council (MRC) (http://www.mrc.ac.uk/index.htm) to FMW. JT is the recipient of a Ramon y Cajal investigator award from the former Spanish Ministerio de Ciencia y Tecnologia (Spanish Ministry for Science and Technology) (http://www.micinn.es). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0036188","PLoS ONE","2012-05-01","Research Article","The work leading to this publication has been supported in part by the Innovative Medicines Initiative Joint Undertaking under grant agreement n° 155005 (IMIDIA), resources of which are composed of financial contribution from the European Union's Seventh Framework Programme (FP7/2007-2013) and EFPIA companies' in kind contribution. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0036402","PLoS ONE","2012-05-03","Research Article","Alberto Bardelli is supported by grants from Italian Association for Cancer Research (AIRC) (AB), Italian Ministry of Health, Regione Piemonte (AB), Italian Ministry of University and Research, CRT Progetto Alfieri (AB), Fondazione Monte dei Paschi di Siena, Siena, Italy (AS) and Association for International Cancer Research (AICR-UK) (AB), EU FP6 contract 037297 (AB), and EU FP7 Marie Curie CAN-GENE (AB). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0033668","PLoS ONE","2012-05-04","Research Article","The research leading to these results has received funding from the European Union’s Seventh Framework Programme (FP7/2007–2013) under grant agreement no. 211820 and the Teagasc Walsh Fellowship programme. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035842","PLoS ONE","2012-05-04","Research Article","This work was supported by an AIP Bioresources INRA grant. This work has received funding from the European Community's Seventh Framework Programme (FP7, 2007–2013), Research Infrastructures action, under grant agreement No. FP7-228310 (EMbaRC project). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0036141","PLoS ONE","2012-05-04","Research Article","The research leading to these results has received funding from the European Union’s Seventh Framework Programme (FP7/2007-2013) under grant agreement n° 211820 and the Teagasc Walsh Fellowship programme. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0036674","PLoS ONE","2012-05-04","Research Article","This research was partly funded by PrevarTM (Contract no. 26015) and the New Zealand Foundation for Research Science and Technology (Contract no. C06X0812). The contribution of M. Bink was carried out as part of the COST Action TD0801 “StatSeq” and the EU-FruitBreedomics project funded by the Commission of the European Communities (Contract FP7-KBBE-2010-265582) and supported by USDA's National Institute of Food and Agriculture - Speciality Crop Research Initiative RosBREED (2009- 51181-05808). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0036262","PLoS ONE","2012-05-14","Research Article","This work was supported by Juan de la Cierva postdoctoral contract from the Spanish Ministerio de Ciencia e Innovacion (Borja Sánchez), Marie Curie IntraEuropean Fellowship FP7-people-IEF-2008 (David Bernardo); St Mark’s Hospital Foundation, the Brigid Balfour Fund and grants AGL2010-14952 and RM2010-00012-00-00 from the Spanish Ministerio de 1 Ciencia e Innovación. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pntd.0001615","PLoS Neglected Tropical Diseases","2012-05-15","Research Article","The research leading to these results has received funding from the European Union's Seventh Framework Programme (FP7/2007–2013) under grant agreement no. 221948 (ICONZ). SACEMA receives core funding from the Department of Science and Technology, Government of South Africa. Financial support for this investigation was received from the UNICEF/UNDP/World Bank/WHO Special Programme for Research and Training in Tropical Diseases (TDR) and DFiD Research into Use Programme. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0036232","PLoS ONE","2012-05-15","Research Article","This work was funded by FP6 and ANR project eraNET-NEURON BEYONDVIS, Marie Curie Intra-European Program (FP7), and PhD fellowship École des Neurosciences de Paris (ENP). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0037062","PLoS ONE","2012-05-16","Research Article","The research leading to these results has been partly funded by the European Union under grant agreements n. 045622 (FP6/2002-06: SensAction-AAL project) and n. 288940 (FP7/2007-13: FARSEEING project). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.ppat.1002692","PLoS Pathogens","2012-05-17","Research Article","This work was funded by European Community's Seventh Framework Programme (FP7/2007-2013) under grant agreement no 23328 and also from the BBSRC grant (number BB/E021328/1. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0036540","PLoS ONE","2012-05-17","Research Article","The authors acknowledge funding from the European Union FP7 Project HiPerDART, from the Italian Ministry of Health Project ISITAD RF 2007 conv. 42 and from the Autonomous Province of Trento (PAT) Project ENVIROCHANGE. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0037064","PLoS ONE","2012-05-17","Research Article","This work was supported in part by Grant FP7-ENV-2007-1-212844 from the European Union and Grants G33253 and G0501904 (to AJD) from the UK Medical Research Council. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0036858","PLoS ONE","2012-05-18","Research Article","This work has been supported by EU-FP7-PEOPLE-Intra-European Fellowship for career development (IEF) grant no. 253483, and by the French National Research Agency (grant reference “ANR-08-MIE-007”). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0037244","PLoS ONE","2012-05-18","Research Article","This work was supported by EU FP7 project SILVER (n°260644), GOA (geconcerteerde onderzoeksactie, n°10/014), The Netherlands Organization for Scientific Research-Earth and Life Sciences (NWO-ALW), and the Erasmus Mundus External Cooperation Window. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0037780","PLoS ONE","2012-05-21","Research Article","This work was supported financially in part by the “Kompetenznetz Adipositas” (“Competence Network Obesity”) funded by the German Federal Ministry of Education and Research (FKZ: 01GI0826) and by the Munich Center of Health Sciences (MCHEALTH). The LISAplus study was funded by grants of the Federal Ministry for Education, Science, Research and Technology (Grant No. 01 EG 9705/2 and 01EG9732) and the 6 years follow-up of the LISAplus study was partly funded by the Federal Ministry of Environment (IUF, FKS 20462296). BK is the recipient of a Freedom to Discover Award of the Bristol-Myers Squibb Foundation, New York, NY, USA. The authors gratefully acknowledge partial financial support from the Commission of the European Communities, specific RTD Programme “Quality of Life and Management of Living Resources”, within the 7th Framework Programme NUTRIMENTHE, FP7-212652. This manuscript does not necessarily reflect the views of the Commission and in no way anticipates the future policy in this area. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pntd.0001657","PLoS Neglected Tropical Diseases","2012-05-22","Research Article","This work was funded by Kaladrug-R (grant number EC-FP7-222895, www.leishrisk.net/kaladrug). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0037294","PLoS ONE","2012-05-22","Research Article","JS was supported by a generous grant from the China Scholarship Council (CSC) and from the ‘Fondation pour la Recherche Médicale’ (FRM). This work was supported by the ‘Institut National pour la Recherche Medicale’ (INSERM; FV & TG), the ‘Centre National de la Recherche Scientifique’ (CNRS; PR), the ‘Agence Nationale pour la Recherche’ (ANR09-BLAN-0024-01; ANR10-Pathogenomics-ARMSA; PR, FV & SB) and the European Community (CONCORD, FP7-EC222718; TG & GL). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0037436","PLoS ONE","2012-05-22","Research Article","This work was supported by an EU-FP7 award (TBSusgent). GT and UG are supported by the EDCTP (TB-NEAT), the South African National Research Foundation (GT) and the Claude Leon Foundation (GT). RVZS and JP are supported by a Discovery Foundation Fellowship, the Fogarty International Clinical Research Scholars/Fellows Support Centre National Institutes of Health grant R24TW007988, SATBAT (JP) and the EDCTP (TB-NEAT). KD is supported by the EDCTP (TB-NEAT, TESA), the SA DST and the SA NRF (SARChI). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0037194","PLoS ONE","2012-05-29","Research Article","This work was supported by grants from l'Agence Nationale de la Recherche – Santé-Environnement et Santé-Travail(ANR-SEST, Neurorad), Electricité de France and Association pour la Recherche sur le Cancer (ARC3900). The research leading to these results has received funding from the European Community's Seventh Framework Programme (FP7/2007–2013) under grant agreement [HEALTH-F2-2010-259893] and from grants from the Netherlands Organization for Scientific Research:De Nederlandse Organisatie voor Wetenschappelijk Onderzoek (NWO) and Netherlands Genomics Initiative/NWO. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0037959","PLoS ONE","2012-05-29","Research Article","The research leading to these results received funding from the European Research Council (ERC) under the European Union's Seventh Framework Programme (FP7/2007-2013)/ERC Grant Agreement n°263067. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0037933","PLoS ONE","2012-05-30","Research Article","This study was supported by a grant from the European Union-funded Network of Excellence LifeSpan [FP6 036894], the European Union's Seventh Framework Program IDEAL [FP7/2007-2011] under grant agreement n° 259679, the Netherlands Consortium for Healthy Ageing [Grant 05060810] in the framework of the Netherlands Genomics Initiative/Netherlands Organization for Scientific Research and the United States National Institutes of Health ([R01-HL067914 to LHL]. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0038240","PLoS ONE","2012-05-30","Research Article","The research leading to these results has received funding from the European Union’s Seventh Framework Programme (FP7/2007-2013) under grant agreement n° HEALTH-F2-2009-223004. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0038060","PLoS ONE","2012-05-31","Research Article","AF is supported by a starting grant from the European Research Council under the European Community's Seventh Framework Programme (FP7/2007–2013)/ERC Grant agreement n° 203413. RG is supported by the Adams Fellowship Program of the Israel Academy of Sciences and Humanities. TB is supported by the Cambridge European Trust and the Medical Research Council. This research was supported by the Medical Research Council. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.ppat.1002700","PLoS Pathogens","2012-05-31","Pearls","This work was supported by ANR-10-Blanc SVSE 3-009 HYDROPHOBIN; European Community's Seventh Framework Programme [FP7/2007-2013] under Grant Agreement No: 260338 ALLFUN; and the Commonwealth of Australia under the International Science Linkages program (French-Australian Science & Technology Program 2011). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pcbi.1002540","PLoS Computational Biology","2012-05-31","Research Article","The funding for this project was provided by the CEA DSV International Doctoral Program and by a Collaborative Project called MICROME, which is supported by the European Commission within its FP7 Programme (Grant Agreement Number 222886-2). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.ppat.1002742","PLoS Pathogens","2012-05-31","Research Article","This work was supported by funds from the Institut de Recherche pour le Développement (IRD), the French Agence Nationale pour la Recherche (ANR-11-BSV7-009-01 grant “GIME” to IM), and has received funding from the European Community's Seventh Framework Programme (FP7) under grant agreements N° 242095 (EviMalaR, IM and EAL) and N° 223601 (MALVECBLOK, IM and EAL). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0037318","PLoS ONE","2012-06-04","Research Article","KA held a Humboldt Research Fellowship for Postdoctoral Studies (http://www.humboldt-foundation.de). HM was supported by the Seventh Framework Programme of the European Commission (SPACEBRAIN; http://cordis.europa.eu/fp7/home_en.html) and a European Research Council Advanced Grant (GABACellsAndMemory; http://erc.europa.eu). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0037749","PLoS ONE","2012-06-04","Research Article","TS, MT, KG and PR are supported by the European Community 7th Framework Programme (FP7/2007–2013), “Challenge 2 - Cognitive Systems, Interaction, Robotics,” grant agreement No. ICT-IP-231722, project “IM-CLeVeR - Intrinsically Motivated Cumulative Learning Versatile Robots.” NV was supported by Wellcome Trust grant 091409. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. No additional external funding was received for this study."
"10.1371/journal.pone.0038367","PLoS ONE","2012-06-04","Research Article","This work was supported in part by the European Community (FP7 project TB-VIR, grant no. 200973, and FP6 project TB-ADAPT, grant no. LSHP-CT-2006-037919). Also, this work was supported in part by National Natural Science Foundation Grants of China (90919059, 30730033, 31171257, 30971623, and 81170503), Chinese Academy of Sciences (KSCX1-YW-22-01, and KSCX2-EW-Q-1-08), Ministry of Science and Technology of China (2009CB825607), and the Shanghai Commission of Science and Technology (09410706500), the Centre de la Recherche Scientifique (CNRS) and the Institut Pasteur. ON is a fellow of a CNRS-ATIP grant. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0038521","PLoS ONE","2012-06-05","Research Article","This research was supported by Census of Marine Life project and DeepOases project funded by ANR (l′Agence Nationale de la Recherche, France), the EU FP7 Hermione project, and a postdoctoral fellowship (to ST) from FCT (Fundação para a Ciência e a Tecnologia, Portugal). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
